0
0
3
2
4
3
0
5
2
4
3
2
0
4
0
2
3
1
4
5
0
2
2
3
1
4
2
1
3
2
2
2
3
4
1
2
0
2
0
3
1
1
2
3
4
5
2
2
4
2
1
2
3
2
0
4
2
2
1
2
1
2
4
1
1
2
3
